Case name,kbar_ch,kc_ch,krms_ch,Ra_ch,incx_ch,incz_ch,pro_ch,ESx_ch,ESz_ch,sk_ch,ku_ch,ks,label
chn_r6_Re1000_SGR,0.0368,0.0876,0.0184,0.0149,0.3119,0.1799,0.5801,0.4280,0.4628,0.3231,2.6859,0.1088,DNS
